case_id,company_id,filters_json,bid_notice_id,message,notice_relevance,chunk_id,l_topic,page_no,content,chunk_relevance,dense_rank,bm25_rank,rrf_rank,retrieved_by,notes,auto_chunk_relevance,auto_confidence,auto_matched_terms,auto_reason,review_priority,review_reason,final_chunk_relevance,reviewer_notes
actual-company-1-search-9,1,{},109,한국어 자연어처리와 공공 정보시스템 구축 경험,3,18047,요구사항,,"<table>
<tr><th>요구사항 구분</th><th>요구사항 고유번호</th><th>요구사항 명칭</th></tr>
<tr><td rowspan=""5"">시스템 장비구성<br>요구사항</td><td>ECR-1</td><td>인프라 도입 공통사항</td></tr>
<tr><td>ECR-2</td><td>AI 서버 구성(1/3)</td></tr>
<tr><td>ECR-3</td><td>AI 서버 구성(2/3)</td></tr>
<tr><td>ECR-4</td><td>AI 서버 구성(3/3)</td></tr>
<tr><td>ECR-5</td><td>시스템 연계 구성</td></tr>
<tr><td rowspan=""13"">기능 요구사항</td><td>SFR-1</td><td>생성형 AI 서비스 구성</td></tr>
<tr><td>SFR-2</td><td>생성형 AI – LLM 및 RAG 구성</td></tr>
<tr><td>SFR-3</td><td>생성형 AI 사내 업무 서비스 구축</td></tr>
<tr><td>SFR-4</td><td>생성형 AI 기본 기능</td></tr>
<tr><td>SFR-5</td><td>생성형 AI 지식 관리</td></tr>
<tr><td>SFR-6</td><td>생성형 AI 인터페이스 개발</td></tr>
<tr><td>SFR-7</td><td>RAG 파이프라인 기본 기능</td></tr>
<tr><td>SFR-8</td><td>생성형 AI 서비스 관리 기능</td></tr>
<tr><td>SFR-9</td><td>서비스 시범 운영 및 최적화</td></tr>
<tr><td>SFR-10</td><td>로그 및 통계관리</td></tr>
<tr><td>SFR-11</td><td>다중 응답 모드</td></tr>
<tr><td>SFR-12</td><td>범용 RAG 구축 및 접근 관리</td></tr>
<tr><td>SFR-13</td><td>생성형 AI 전용 운영 체계 (LLMOps) 구축</td></tr>
<tr><td rowspan=""3"">성능 요구사항</td><td>PER-1</td><td>성능일반</td></tr>
<tr><td>PER-2</td><td>서버 애플리케이션 최적화 구성</td></tr>
<tr><td>PER-3</td><td>오류 및 응답시간</td></tr>
<tr><td rowspan=""8"">인터페이스 요구사항</td><td>SIR-1</td><td>시스템 인터페이스-공통</td></tr>
<tr><td>SIR-2</td><td>사용자 인터페이스-공통</td></tr>
<tr><td>SIR-3</td><td>임베딩 관리 및 데이터 갱신 도구 제공</td></tr>
<tr><td>SIR-4</td><td>웹 접근성 및 웹 표준 준수</td></tr>
<tr><td>SIR-5</td><td>통합 UI/ UX 제공</td></tr>
<tr><td>SIR-6</td><td>연계 표준 준수 및 연계 표준 수립</td></tr>
<tr><td>SIR-7</td><td>상단 바 (Top Bar)</td></tr>
<tr><td>SIR-8</td><td>FAQ 영역</td></tr>
<tr><td rowspan=""10"">데이터 요구사항</td><td>DAR-1</td><td>데이터 관리 일반사항</td></tr>
<tr><td>DAR-2</td><td>정보 시스템 DB 연동</td></tr>
<tr><td>DAR-3</td><td>로그 기록</td></tr>
<tr><td>DAR-4</td><td>데이터 표준화 준수</td></tr>
<tr><td>DAR-5</td><td>데이터 표준 관리</td></tr>
<tr><td>DAR-6</td><td>데이터 구조 설계</td></tr>
<tr><td>DAR-7</td><td>데이터 구조 관리</td></tr>
<tr><td>DAR-8</td><td>데이터 값 검증</td></tr>
<tr><td>DAR-9</td><td>메타데이터 관리</td></tr>
<tr><td>DAR-10</td><td>데이터 제공 및 운영 지원</td></tr>
<tr><td rowspan=""3"">테스트 요구사항</td><td>TER-1</td><td>테스트 일반사항</td></tr>
<tr><td>TER-2</td><td>단위테스트</td></tr>
<tr><td>TER-3</td><td>통합테스트</td></tr>
<tr><td rowspan=""5"">보안 요구사항</td><td>SER-1</td><td>공통 보안</td></tr>
<tr><td>SER-2</td><td>사업수행 시 보안</td></tr>
<tr><td>SER-3</td><td>정보통신망 접근 보안</td></tr>
<tr><td>SER-4</td><td>자료 보안</td></tr>
<tr><td>SER-5</td><td>사업종료 시 보안</td></tr>
<tr><td rowspan=""3"">품질 요구사항</td><td>QUR-1</td><td>가용성 보장</td></tr>
<tr><td>QUR-2</td><td>변경 요구 및 변경처리 절차</td></tr>
<tr><td>QUR-3</td><td>품질향상</td></tr>
<tr><td rowspan=""7"">제약사항</td><td>COR-1</td><td>개발 표준 준수</td></tr>
<tr><td>COR-2</td><td>표준 프레임워크</td></tr>
<tr><td>COR-3</td><td>프로그래밍 언어</td></tr>
<tr><td>COR-4</td><td>기술적용 계획 준수</td></tr>
<tr><td>COR-5</td><td>시큐어 코딩 가이드 준수</td></tr>
<tr><td>COR-6</td><td>시스템 호환성 및 확장성 보장</td></tr>
<tr><td>COR-7</td><td>지식재산권 및 SW 산출물</td></tr>
<tr><td rowspan=""5"">프로젝트 관리<br>요구사항</td><td>PMR-1</td><td>작업장소 및 사무용품 등</td></tr>
<tr><td>PMR-2</td><td>일정관리</td></tr>
<tr><td>PMR-3</td><td>요구사항 관리</td></tr>
<tr><td>PMR-4</td><td>업무보고</td></tr>
<tr><td>PMR-5</td><td>점검 및 검수</td></tr>
<tr><td rowspan=""11"">프로젝트 지원<br>요구사항</td><td>PSR-1</td><td>용역의 범위</td></tr>
<tr><td>PSR-2</td><td>추가 제안사항 제시</td></tr>
<tr><td>PSR-3</td><td>산출물 관리</td></tr>
<tr><td>PSR-4</td><td>SW사업정보 저장소 데이터 작성 및 제출</td></tr>
<tr><td>PSR-5</td><td>매뉴얼</td></tr>
<tr><td>PSR-6</td><td>교육지원</td></tr>
<tr><td>PSR-7</td><td>기술이전 및 지원</td></tr>
<tr><td>PSR-8</td><td>안정화 활동</td></tr>
<tr><td>PSR-9</td><td>장애조치 및 복구</td></tr>
<tr><td>PSR-10</td><td>하자보수</td></tr>
<tr><td>PSR-11</td><td>손해배상 책임</td></tr>
</table>",,2,40,10,"dense,bm25,rrf",,3,high,rag | 생성형 ai | llm | 시스템 연계 | 임베딩 | 인터페이스,회사 NLP/RAG 핵심역량과 프로젝트 수행근거가 함께 확인됨,P0,"관련도 2·3 초안, 검색 상위 10",0,2차 전수검증 확정: 목차·분류표·이미지 등으로 독립적인 적합성 판단 근거가 부족함; 근거=본문 의미·역할
actual-company-1-search-9,1,{},109,한국어 자연어처리와 공공 정보시스템 구축 경험,3,18078,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>기능</th><th>요구사항 고유번호</th><th>SFR-13</th></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td colspan=""3"">생성형 AI 전용 운영 체계 (LLMOps) 구축</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td colspan=""3"">생성형 AI 서비스 전 주기를 통합 관리하는 운영 환경 기능</td></tr>
<tr><td>세부<br>내용</td><td colspan=""3"">ㅇ 생성형 AI 통합 관리 환경 (LLMOps) 제공<br>- 프롬프트 엔지니어링, 파라미터(Temperature 등) 튜닝, RAG 지식베이스 구축, 에이전트 배포 및 모니터링 전 주기를 통합 관리할 수 있는 생성형 AI 전용 운영 환경 제공<br>- 다양한 AI 모델(LLM, 임베딩 등)의 등록·버전 관리 및 부서별 토큰·GPU 자원 사용량 모니터링 기능 제공<br>ㅇ AI 에이전트 시각적 설계 및 빌더 플랫폼 제공<br>- 전문 개발 지식이 없는 현업 실무자도 직관적인 UI를 통해 업무 목적에 맞는 AI 에이전트를 손쉽게 생성, 테스트, 배포할 수 있는 통합 플랫폼(Low-code/No-code) 환경 제공<br>- 프롬프트 템플릿, 다중 LLM 모델, RAG 지식베이스, 사내 시스템 연계 API(Tool) 등을 시각적 워크플로우(Node 기반)로 결합하는 기능 지원<br>ㅇ 프롬프트 및 에이전트 버전 관리 체계<br>- 각 업무별로 최적화된 프롬프트 템플릿과 시스템 지시어를 버전 단위로 등록·조회·수정 및 상호 비교 평가할 수 있는 기능 제공<br>ㅇ RAG 지식베이스 및 임베딩 파이프라인 관리<br>- 사내 비정형 문서 기반의 벡터 DB 파이프라인을 관리하고, 원본 문서 업데이트에 따른 임베딩 재색인 이력 추적<br>ㅇ 생성형 AI 특화 품질 평가 및 모니터링<br>- 답변의 신뢰성, 검색 정확도, 모델 응답 지연 시간 등을 지속적으로 측정하고 개선할 수 있는 평가 지표 모니터링 체계 제공<br>- 사용자 질의응답 로그 및 피드백(만족도)을 수집하고, 환각(Hallucination) 의심 답변을 추적·분석할 수 있는 체계 제공<br>ㅇ API 플러그인 및 외부 도구(Tool) 연결 이력 관리<br>- 배포된 AI 에이전트가 호출하는 외부 API(웹검색 등, ERP/그룹웨어 연동 등)의 사용 이력, 타임아웃 오류, 실패 로그 등을 보관하고 사후 점검에 활용<br>- MCP 서버 및 Tool 연계를 관리하며, 인증 키 암호화 저장 및 외부 연계 시 중요정보 치환(Masking)·복원이 가능한 지능형 DLP 기능 제공</td></tr>
<tr><td colspan=""2"">산출물</td><td colspan=""3"">LLMOps 플랫폼 매뉴얼</td></tr>
</table>",,5,12,2,"dense,bm25,rrf",,3,high,rag | 질의응답 | 생성형 ai | llm | 시스템 연계 | 임베딩 | api,회사 NLP/RAG 핵심역량과 프로젝트 수행근거가 함께 확인됨,P0,"관련도 2·3 초안, 검색 상위 10",2,2차 전수검증 확정: AI 운영·인프라·학습데이터·회의록 기능으로 핵심 RAG 응용과 인접함; 근거=llmops
actual-company-1-search-9,1,{},109,한국어 자연어처리와 공공 정보시스템 구축 경험,3,18327,개요,,"2) 정보화기반표준

◎ 작성요령 :
- ""행정기관 및 공공기관 정보시스템 구축·운영 지침”에 따라 상호운용성에 대한 평가를 실시하고 기술평가 검토서식을 작성·제출
- ""행정기관 및 공공기관 정보시스템 구축·운영 지침” 기술적용계획표를 작성하고 준수

3) 공공기관의 데이터베이스 표준화 지침

◎ 작성요령 :
- 공공기관의 데이터베이스 표준화 지침(행정안전부고시) 별지 서식에 따라 작성

4) 전자정부 웹사이트 품질관리 지침

◎ 작성요령 :
- 전자정부 웹사이트 품질관리 지침(행정안전부고시)에 따른 웹사이트 품질관리에 관한 사항을 서술
※ 한국형 웹 콘텐츠 접근성 지침2.1(KCS,OT-10.0003/R2 2015.3.13)을 참조하여 콘텐츠 제작시 활용

12. 품질관리계획

◎ 작성요령 : 품질목표, 추진체계, 내용, 품질보증절차 등을 제시

13. 위험관리계획

◎ 작성요령 : 위험관리목표, 추진체계, 절차 등을 제시

14. 보안대책

◎ 작성요령 : 생성된 문서의 보관, 통신보안, 시스템 보안 등의 보안대책과 개인정보보호 대책을 제시 ""소프트웨어 개발보안 가이드” 준수를 위한 종합적인 대책 제시(개발자 교육, 시큐어 코딩 및 보안취약점 진단·보완조치 등)

15. 교육계획

◎ 작성요령 : 사업 완료이전, 이후를 포함한 모든 제공 교육에 대한 과목, 일정, 대상, 기간, 교육내용 및 지원사항을 기술

16. 발주기관 협조요청사항

◎ 작성요령 : 사업자의 입장에서 사업수행을 위해 필요한 사항 중 발주기관에서 조치해야 하는 사항을 기술(예 : 출입조치, 작업장소, 자료조사협조 등)

[별첨 3]

소프트웨어사업 계약 관련 서식",,,2,20,"bm25,rrf",,1,medium,정보시스템 | 시스템 구축 | 데이터베이스,일반적인 SI 수행역량만 부분적으로 관련됨,P0,검색 상위 10,0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=작업장소
actual-company-1-search-9,1,{},109,한국어 자연어처리와 공공 정보시스템 구축 경험,3,18060,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>시스템 장비구성</th><th>요구사항 고유번호</th><th>ECR-5</th></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td colspan=""3"">시스템 연계 구성</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td colspan=""3"">시스템 연계 구성에 필요한 장비 환경 요구사항</td></tr>
<tr><td>세부<br>내용</td><td colspan=""3"">ㅇ 전체 소프트웨어의 유기적인 연동이 가능하도록 환경 구성<br>ㅇ RAG와 LLM 연동을 통한 사내 지식 기반 답변 환경 구성<br>ㅇ 이용자의 정보 시스템 등을 포함한 질의에 따라 LLM이 RAG에 있는 사내 지식 활용 여부 등을 스스로 결정하여 적절하게 처리할 수 있도록 구현<br>ㅇ 플랫폼과 연동하여 업무 분야별 생성형 AI 서비스 개발이 가능하도록 구성<br>ㅇ 플랫폼 내 파일 업로드 기능을 활용한 자동화된 RAG 구축 환경 구성<br>ㅇ 플랫폼과 연동하여 웹기반 사용자 프롬프트 처리(Chat 형식)와 멀티턴 방식을 통한 사용자 상호작용이 가능하도록 구성<br>ㅇ 플랫폼을 통한 API 기능 제공이 가능하도록 구성하며 API 호출 시에도 멀티턴 방식을 지원해 사용자 상호작용이 가능하도록 구성</td></tr>
<tr><td colspan=""2"">산출물</td><td colspan=""3"">-</td></tr>
</table>",,3,24,13,"dense,bm25,rrf",,3,high,rag | 생성형 ai | llm | 시스템 연계 | api,회사 NLP/RAG 핵심역량과 프로젝트 수행근거가 함께 확인됨,P0,"관련도 2·3 초안, 검색 상위 10",3,2차 전수검증 확정: NLP·RAG·LLM·대화형 업무지원 역량과 직접 연결되는 핵심 내용; 근거=rag | llm | 생성형 ai
actual-company-1-search-9,1,{},109,한국어 자연어처리와 공공 정보시스템 구축 경험,3,18076,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>기능</th><th>요구사항 고유번호</th><th>SFR-11</th></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td colspan=""3"">다중 응답 모드</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td colspan=""3"">사용자 선택에 따른 다중 응답 모드 기능</td></tr>
<tr><td>세부<br>내용</td><td colspan=""3"">ㅇ 사용자 선택 및 시스템 자동 판단에 따른 다중 응답 모드 제공<br>* 직접 응답 모드: 내부 LLM만 활용한 즉각적 응답 제공<br>* 지식 참조 모드: RAG 파이프라인을 통한 내부 문서 참조 응답 제공<br>* 실시간 외부 검색 모드: Function Calling 기술을 활용하여 최신 웹 검색(글로벌 뉴스 등) 및 외부 공개 API(금융정보 등)를 연동한 응답 제공<br>- 모드 전환이 편리한 UI/UX 구현 (스위치 형태 등의 직관적 인터페이스) 및 사용자 질문 의도 분석을 통한 자동 모두 전환 지원<br>- 각 모드별 응답 특성 안내, 구분 시각화 적용 및 지식/외부 데이터 참조 시 명확한 출저 표기<br>- 관리자 화면을 통해 신규 외부 API를 손쉽게 등록하고 에이전트 도구로 추가할 수 있는 플러그인 연계구조 제공<br>- 외부 API 연동 시, 반복·중복 질의로 인한 호출 비용 낭비를 방지하고 체감 응답 속도를 높이기 위한 데이터 캐싱 및 호출 주기 통제 기능 포함</td></tr>
<tr><td colspan=""2"">산출물</td><td colspan=""3"">-</td></tr>
</table>",,9,20,3,"dense,bm25,rrf",,3,high,rag | llm | api | 인터페이스,회사 NLP/RAG 핵심역량과 프로젝트 수행근거가 함께 확인됨,P0,"관련도 2·3 초안, 검색 상위 10",3,2차 전수검증 확정: NLP·RAG·LLM·대화형 업무지원 역량과 직접 연결되는 핵심 내용; 근거=rag | llm | 에이전트
actual-company-1-search-9,1,{},109,한국어 자연어처리와 공공 정보시스템 구축 경험,3,18312,개요,,"5. 사업추진체계

6. 사업추진절차

7. 산출물계획

8. 일정계획

9. 공정별 투입인력계획

10. 보고계획

11. 표준화계획

12. 품질보증계획

13. 위험관리계획

14. 보안대책

15. 교육계획

16. 발주기관 협조요청사항

**1. 사 업 명**

◎ 작성요령 : 계약서상의 사업명을 기입

**2. 사업기간**

◎ 작성요령 : 계약서상의 계약기간을 기입

**3. 사업목적**

◎ 작성요령 : 제안요청서상의 과제의 추진배경 및 목적을 기입

**4. 사업범위**

가. 개발대상업무

◎ 작성요령 : 제안요청서상의 업무범위를 근거로 작성

나. 개발 및 운영환경

◎ 작성요령 :
- 소프트웨어, 하드웨어, 네트워크, 기타로 나누어 기술적인 사항을 개발기간 중과 개발 후 운영단계로 나누어 세부적으로 기술
- ""행정기관 및 공공기관 정보시스템 구축·운영 지침”을 준수하여 기술

다. 기 타

◎ 작성요령 : 인터페이스 관련사항, 표준화, 업무절차재구축, 초기자료구축 등 가, 나에 기술되지는 않았지만 업무의 범위를 정하는데 필요한 사항을 기술",,,3,18,"bm25,rrf",,1,medium,정보시스템 | 시스템 구축 | 인터페이스,일반적인 SI 수행역량만 부분적으로 관련됨,P0,검색 상위 10,0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=보고계획 | 사업기간
actual-company-1-search-9,1,{},109,한국어 자연어처리와 공공 정보시스템 구축 경험,3,18069,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>기능</th><th>요구사항 고유번호</th><th>SFR-4</th></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td colspan=""3"">생성형 AI 기본 기능</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td colspan=""3"">생성형 AI 서비스 기본 기능</td></tr>
<tr><td>세부<br>내용</td><td colspan=""3"">ㅇ 지능형 질의-응답 기능 제공<br>- 사용자의 문장 형태 및 질의의 맥락을 파악하여 적절한 자료 요약 제공<br>- 답변 근거 문서 링크 및 다운로드 제공<br>- 검색에 활용되는 문서는 시스템 연계를 통해 자동으로 최신화<br>* 연계할 문서 시스템은 발주자와의 협의를 통해 결정<br>- 다양한 업로드 문서 포맷 지원<br>ㅇ 문서 생성 기능 제공<br>- 문서 요약 기능 제공 (사용자가 원하는 글자수로 조정하여 요약 가능)<br>- 문서 번역 기능 제공 (한국어/영어/중국어/일본어 등)<br>* 한국어-영어 외의 언어는 발주자와의 협의를 통해 결정<br>ㅇ AI Agent 업무처리 기능 제공<br>- 업무시스템과 API 등의 방식으로 연계하여 자료생성 및 변경처리 등 기능 및 결과 제공<br>ㅇ 서비스 관리 기능<br>- 서비스 평가 및 개선을 위한 사용 이력 관리 (질문/답변/시각 등)<br>- 접근 가능 문서 권한 관리 (부서별, 결재라인별 등)<br>* 권한 정책은 발주자와 협의를 통해 확정<br>- 이용만족도 조사/공지메시지 기능<br>- 답변 Temperature(상세도) 조정 기능<br>ㅇ LLM 응답 품질<br>- 문장 입력은 한 번에 1,000자 이상 입력 지원<br>- 한번에 4,000자(필요시 6,000자) 이상 답변 생성 지원<br>- 스트리밍 형태 응답 기능 제공<br>- 악의적이거나 부적정한 질문 등에 답변하지 않는 안정성(Safety) 보장<br>ㅇ 기타사항<br>- 입·출력 데이터(질의 및 답변)에 대한 필터링 기능 제공(개인정보 등)</td></tr>
<tr><td colspan=""2"">산출물</td><td colspan=""3"">-</td></tr>
</table>",,20,4,4,"dense,bm25,rrf",,3,high,생성형 ai | llm | 시스템 연계 | api,회사 NLP/RAG 핵심역량과 프로젝트 수행근거가 함께 확인됨,P0,"관련도 2·3 초안, 검색 상위 10",3,2차 전수검증 확정: NLP·RAG·LLM·대화형 업무지원 역량과 직접 연결되는 핵심 내용; 근거=llm | 생성형 ai | ai agent
actual-company-1-search-9,1,{},109,한국어 자연어처리와 공공 정보시스템 구축 경험,3,18071,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>기능</th><th>요구사항 고유번호</th><th>SFR-6</th></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td colspan=""3"">생성형 AI 인터페이스 개발</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td colspan=""3"">생성형 AI 서비스 사용자의 UI/UX 기능</td></tr>
<tr><td>세부<br>내용</td><td colspan=""3"">◦ 생성형 AI 연계 포털 구축<br>- 내부 시스템 SSO 표준에 따라 사용자 인증 관리<br>- 생성형 AI 이용 통계 등 현황정보 제공<br>- 각 분야별 생성형 AI 업무로 연계 기능 제공<br>- 사용자 오류신고 및 의견 반영할 수 있게 등록<br>◦ 사용자 이용화면<br>- 내부 시스템 SSO 표준에 따라 사용자 인증 관리<br>- 이전 검색 및 질의 결과를 볼 수 있도록 구성<br>- 답변 오류 신고 등 피드백 기능 제공<br>- 검색형 또는 대화형 등 컨셉을 정해 UI 구성하고 협의하여 확정</td></tr>
<tr><td colspan=""2"">산출물</td><td colspan=""3"">개발 산출물</td></tr>
</table>",,4,57,22,"dense,bm25,rrf",,3,medium,생성형 ai | 인터페이스,회사 NLP/RAG 핵심역량과 직접 연결되는 표현이 확인됨,P0,"관련도 2·3 초안, 검색 상위 10",3,2차 전수검증 확정: NLP·RAG·LLM·대화형 업무지원 역량과 직접 연결되는 핵심 내용; 근거=생성형 ai
actual-company-1-search-9,1,{},109,한국어 자연어처리와 공공 정보시스템 구축 경험,3,18051,요구사항,,"<tr><td>세부<br>내용</td><td colspan=""3"">ㅇ 서버 일반 사항<br>- OS* 포함, 제조사 정품 인증, GPU 모니터링 S/W 포함<br>* 리눅스 계열 OS<br>- LLM 학습 및 운영에 필요한 GPU 관련 소프트웨어 일체 제공<br>- Warranty 보증 : 3년 이상<br>ㅇ LLM 학습 및 운영용 서버 요구사항<br>- 도입수량 : 각 1식<br>- OS 포함, 제조사 정품 인증, GPU 모니터링 S/W 포함<br><table>
<tr><th>구 분</th><th>세부 내용</th></tr>
<tr><td>LLM 솔루션</td><td>- 70B 파라미터급의 한국어/영어 처리가 가능한 최신 오픈소스 기반 LLM 및 동등 이상품 2가지 이상의 LLM 도입하여 CSAP 인증 민칸 클라우드에 설치 및 운용 가능하여야 함<br>- 학습 완료되어 추가 학습 없이 즉시 사용 가능 보장<br>- 피크 타임 기준 5TPS 이상 처리 가능한 하드웨어 구성<br>- GPU 메모리 및 리소스 최적화 기술 적용<br>- 모델 파라미터 수는 발주자가 최종 선택<br>- 32K 이상 Context Size 제공<br>- 기본언어는 한국어이며 영어 지원 필수<br>- 폐쇄망 환경에서 모델 업데이트 및 서빙 가능한 구조로 구성</td></tr>
<tr><td>RAG 솔루션</td><td>- RAG 구현을 위한 임베딩 모델 포함 솔루션 제공<br>- 한국어 및 영어 지원 필수</td></tr>
<tr><td>반입 및 환경</td><td>- LLM 학습 및 서빙에 필요한 소프트웨어 일체 제공<br>- 즉시 학습 및 서빙 가능한 환경 구축</td></tr>
<tr><td>LLM<br>서버<br>최소<br>규격</td><td>개발 단계에서 계약상대자는 장비 구성을 과업 내용을 수행하기에 적정한 수준으로 달리 조성할 수 있으며, 운영 단계의 장비 구성도 필요한 경우 최적화하여 달리 제시할 수 있음<br>- CPU : (Intel) 2.4GHz, 64core x 2EA<br>- Mem : DDR5-6400 64GB x 8EA<br>- GPU : NVIDIA H200 NVL 141GB x 2장<br>(최대 DoubleWide GPU 8개 장착 가능해야 함)<br>- DISK : NVME 480GB x 2EA<br>- DISK+ : NVME 3.84TB x 2EA<br>- OS : Linux OS (Ubuntu 22.x)</td></tr>
<tr><td>기타</td><td>- 생성형 AI의 제어, 고장 대응 등을 위해 GPU 제조사의 엔터프라이즈 지원 보장</td></tr>
</table></td></tr>",,30,5,12,"dense,bm25,rrf",,3,high,rag | 생성형 ai | llm | 임베딩,회사 NLP/RAG 핵심역량과 프로젝트 수행근거가 함께 확인됨,P0,"관련도 2·3 초안, 검색 상위 10",2,2차 전수검증 확정: AI 운영·인프라·관리 요구로 핵심 RAG 응용과 인접한 기술 적합; 근거=rag | llm | 생성형 ai | 임베딩 | 서버 요구사항
actual-company-1-search-9,1,{},109,한국어 자연어처리와 공공 정보시스템 구축 경험,3,18082,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>성능</th><th>요구사항 고유번호</th><th>PER-3</th></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td colspan=""3"">오류 및 응답시간</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td colspan=""3"">오류 및 응답시간</td></tr>
<tr><td>세부<br>내용</td><td colspan=""3"">ㅇ 오류 메시지는 사용자가 인지, 즉시 조치할 수 있도록 작성<br>ㅇ 사용자가 입력한 정보에서 발생할 수 있는 모든 오류에 대한 메시지를 입력 후 5초 이내에 제시하여야 함<br>ㅇ AI 에이전트 질의응답 시 대기 시간 최소화를 위해, 질문 후 첫 글자가 출력되는 시간을 최적화하고 실시간 텍스트 출력(Streaming) 방식을 적용<br>ㅇ 대용량 비정형 문서 업로드 및 AI 파싱/학습 시 화면 멈춤이 없도록 비동기 처리 아키텍처를 적용하고, 진행 상태를 직관적으로 시각화<br>ㅇ 멀티태스킹 기능 구현 시, 화면전환 응답시간 최적화<br>ㅇ 단말기에서 송신한 자료를 내부 정보 시스템 데이터에 반영(업로드) 시 응답시간 최적화<br>ㅇ 최초 시스템 로그인 시 접속 시간 최적화<br>ㅇ 단, 상기 응답시간 요구사항은 시스템 관리 목적의 대규모 데이터 초기 일괄 파싱이나 벡터 DB 전체 재색인 작업 등에는 예외로 함 (단, 관리자에게 백그라운드 진행 상태 안내 필수)</td></tr>
<tr><td colspan=""2"">산출물</td><td colspan=""3"">성능시험결과서</td></tr>
</table>",,12,15,5,"dense,bm25,rrf",,3,medium,질의응답,회사 NLP/RAG 핵심역량과 직접 연결되는 표현이 확인됨,P0,"관련도 2·3 초안, 검색 상위 10",0,2차 전수검증 확정: AI 용어가 있으나 보안·품질·절차 조항이 중심임; 근거=질의응답 | 벡터 db | 에이전트
actual-company-1-search-9,1,{},109,한국어 자연어처리와 공공 정보시스템 구축 경험,3,18054,요구사항,,"<tr><td>세부<br>내용</td><td colspan=""3"">ㅇ 외부데이터 수집을 위한 서버 요구사항<br>- 도입수량 : 각 1식<br>- OS 포함, 제조사 정품 인증, GPU 모니터링 S/W 포함<br>- 사내 자료를 활용한 구축에 문제가 없어야 함<br><table>
<tr><th>구 분</th><th>세부 내용</th></tr>
<tr><td>반입 및 환경</td><td>- 구축에 필요한 소프트웨어 전체 반입<br>- 즉시 사용 가능한 환경 구축</td></tr>
<tr><td>서버 최소 규격</td><td>개발 단계에서 계약상대자는 장비 구성을 과업 내용을 수행하기에 적정한 수준으로 달리 조성할 수 있으며, 운영 단계의 장비 구성도 필요한 경우 최적화하여 달리 제시할 수 있음<br>- CPU : 2.8GHz, 8core x 2EA<br>- Mem : DDR5-5600 32GB x 2EA<br>- SSD (OS영역) : NVME 100GB x 2EA (RAID1)<br>- SSD (스토리지) : NVME 2.4TB x 2EA<br>- OS : Linux OS (Ubuntu 22.x)</td></tr>
<tr><td>호환성</td><td>- 제안 솔루션은 ECR-2의 LLM 솔루션과 완전한 호환성 보장</td></tr>
</table></td></tr>",,7,19,6,"dense,bm25,rrf",,3,medium,llm,회사 NLP/RAG 핵심역량과 직접 연결되는 표현이 확인됨,P0,"관련도 2·3 초안, 검색 상위 10",2,2차 전수검증 확정: AI 운영·인프라·관리 요구로 핵심 RAG 응용과 인접한 기술 적합; 근거=llm | 서버 요구사항
